Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
SIS,Security and Intelligence Services,"SBI Q4 results: Net profit falls 10%  to Rs 18,643 crore, declares dividend of Rs 15.90 per share The country’s largest lender, State Bank of India Ltd. (SBI), on May 3, announced a 10 % fall in stand",2025-05-03,-1,False,,q4 results,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bajaj Finserv Q1 net profit jumps 30% on-year to Rs 2,789 crore Bajaj Finserv reported a 30.5 percent jump in it's June quarter net profit to Rs 2,789 crore. The same was reported at Rs 2,138 crore in",2025-07-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"ITC shares: Quarterly results announcement expected on August 1 As the market opens today, investors are tracking ITC shares closely as the announcement of quarterly results is expected on August 1. I",2025-07-29,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade HDFC Life Insurance, Hindalco, M&M, Swiggy, Nykaa, Indian Oil Corporation and others on July 23? The benchmark indices fell by one-tenth of a percent on July 22, ",2025-07-22,-3,False,sustainable,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tech Mahindra shares rise by 2.1% in today's session Tech Mahindra's stock experienced a rise of 2.1% to reach Rs 1644.80 in today's session, driven by positive investor sentiment. This increase marks",2025-06-11,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Titan shares gain as firm announces acquisition of majority 67% stake in UAE-based Damas Jewellery Titan shares gained in July 22 trading session as the country's leading branded jewellery maker compa,2025-07-22,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bajaj Auto to invest Rs 1,364 crore in Netherlands-based arm Bajaj Auto on February 21 said it will invest 150 million euros (Rs 1,364 crore) in its wholly-owned subsidiary Bajaj Auto International Ho",2025-02-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"UltraTech Cement shares hit all-time high in early trade Shares of UltraTech Cement reached an all-time high of Rs 12,591.00 on the NSE in early trading with a marginal rise from the previous close. A",2025-07-10,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Consultancy Services shares fall 0.47% in today's session; over 3.3 lakh shares traded Shares of Tata Consultancy Services were trading at Rs 3,022.40 on the NSE, a decrease of 0.47% from the pre",2025-08-01,-1,False,,trading volume,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Infosys, BHEL, Info Edge, Birlasoft, Cyient, APL Apollo Tubes, Tata Technologies, and others on May 13? The benchmark indices made a strong start to the week, wit",2025-05-12,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Kotak Mahindra Bank, Bajaj Finance, GMR Airports, Chambal Fertilizers, PNB Housing, and others on April 8? The benchmark indices nosedived sharply and closed with",2025-04-08,-2,False,,"support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,IT stocks drop up to 1.5% ahead of TCS Q1 results tomorrow The shares of IT companies declined in trade on July 9 as investors actively awaited the release of the first set to Q1 FY26 results from the,2025-07-09,-2,False,environment,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bank Nifty plunges 550 pts from day's high; AU SFB, Kotak Mahindra Bank among top losers: What lies ahead? Bank Nifty index fell 574 points from day's high on May 14 and was trading in mild red. This ",2025-05-14,-1,False,penalty,"resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Adani Ports and Special Economic Zone shares fall about 2% amid high traded volume today Shares of Adani Ports and Special Economic Zone experienced a decline during today's trading session. The stock,2025-06-03,-2,False,,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex declines 200 pts, Nifty below 24,600: RBI monetary policy among key factors behind market decline The benchmark indices Sensex and Nifty erased early gains to trade lower on Wednesday, dragged ",2025-08-06,-2,False,labor,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex soars 1,000 pts, Nifty near 25,300: Trump claiming Israel-Iran truce among key factors behind market rally The benchmark equity indices bounced back on Tuesday on hopes of a possible de-escalat",2025-06-24,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Divis Labs, APL Apollo Tubes, UPL, GMR Airports, Jubilant Pharmova, Ceat and others on April 25? The equity benchmark indices closed in the red for the first time",2025-04-24,-3,False,labor,"candlestick, resistance, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex falls 500 pts, Nifty below 24,100: Escalating Indo-Pak tensions among key factors to spook markets Sensex and Nifty extended losses for second day on Friday to fall 0.8 percent, dragged down by",2025-04-25,-2,False,water,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Hindustan Unilever Q1 Preview: Profit likely to remain flat as margins may see sharp contraction One of India’s largest consumer staples firm Hindustan Unilever Ltd. is set to report its earnings for ,2025-07-29,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"UltraTech Cement Q1 preview: Net profit, revenue seen rising on volume growth, pricing uptick Cement major UltraTech is likely to post a strong performance in Q1FY26, driven by volume growth, improved",2025-07-18,-1,False,,brokerage,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Steel Shares Fall More Than 2% During Today's Trading Session During today's trading session, Tata Steel shares fell more than 2%. The stock is currently trading at Rs 154.75, reflecting a decrea",2025-06-06,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Chartist Talks: SBI Securities' Sudeep Shah bets on these 6 stocks, believes momentum strong in Bank Nifty Sudeep Shah of SBI Securities believes the momentum in Bank Nifty remains strong, particularl",2025-06-22,-1,False,"sustainability, sustainable","intraday, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Chartist Talks: SBI Securities' Sudeep Shah shares Nifty, Bank Nifty outlook, FIIs positioning, 2 stock picks for next week According to Sudeep Shah of SBI Securities, technical structure indicates th",2025-04-27,-1,False,sustainable,"support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bajaj Finance shares sink 6% as MSME stress, credit costs weigh; should you buy, sell, or hold shares? Bajaj Group's Bajaj Finance shares sank six percent in trade on Friday, July 25, after India's le",2025-07-25,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"NTPC Shares Fall Today Amid High Volume Trading During today's trading session, NTPC experienced high trading volumes while its share price moved by -0.34%. The stock is currently trading at Rs 332.75",2025-06-02,-3,False,,"share price, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trent's Q3 earnings fails to impress despite leading industry, brokerages slash targets Zudio and Westside operator Trent Ltd.'s earnings show for the quarter ended December 31, 2024, failed to impres",2025-02-07,-4,False,,"share price, target price, brokerage, intraday",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Apollo Tyres, GRM Overseas, ACC, Avanti Feeds, Can Fin Homes, and others on March 10? The benchmark indices closed flat after rangebound trading on March 7, while",2025-03-09,-4,False,,"candlestick, resistance, support level, trading volume",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex falls over 600 pts, Nifty below 24,700: Trump's tariffs on India among key factors behind market decline The benchmark equity indices declined sharply on Thursday as investor sentiment weakened",2025-07-31,-1,False,penalty,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Consultancy Services shares gain 0.26% in early trade Tata Consultancy Services shares are trading at Rs 3,241.40, up 0.26% in Thursday's early session. The stock is showing marginal positive mov",2025-07-17,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade PB Fintech, Persistent Systems, Zensar Technologies, SBI Life Insurance, Supreme Industries, and others on June 18? The benchmark indices closed lower after a day",2025-06-18,-2,False,sustainable,"candlestick, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Metal, realty stocks tumble up to 3% as US Fed's hawkish stance weighs in The shares of metal and real estate companies tumbled on June 19, as no rate cuts from the US Federal Reserve sent jitters to ",2025-06-19,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Check these top 4 stocks turning bullish on charts As market volatility rattles investor sentiment, with geopolitical tremors from the Pulwama attack to tariff tensions dominating headlines, discernin",2025-04-27,0,False,governance,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex soars 1,000 pts, Nifty erases all losses for 2025; surging bank shares, other key factors behind market rally Equity benchmark indices Sensex and Nifty surged for the sixth straight session on ",2025-03-24,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Buy Trent; target of Rs 6609: Sharekhan Sharekhan's research report on Trent  Trent’s Q4FY25 performance was beat our expectation on all fronts with standalone revenue/adjusted PAT rising 29%/21% y-o-,2025-05-16,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Tata Consultancy Services shares decline 1.17%; stock among top losers on Nifty 50 Shares of Tata Consultancy Services were among the top losers on the Nifty 50 in Monday's trading session. At 10:10 a,2025-07-28,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bharat Electronics shares decline amid high volume trading     Bharat Electronics shares declined by 0.59% to Rs 418.40 during today's session, accompanied by high trading volumes. The movement has dr",2025-06-24,-3,False,,"intraday, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex soars 1,000 pts, Nifty tops 25,500: Positive global cues among key factors behind market rally The benchmark equity indices extended their gains for the third consecutive session on Thursday, w",2025-06-26,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Hindustan Aeronautics share price falls 2.03% Shares of Hindustan Aeronautics declined by 2.03 percent to Rs 4,692.10 on Friday. At 11:02 am, the stock experienced this movement and is part of the NIF",2025-07-18,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Taking Stock: Market snaps 4-day gain; Nifty manages to close above 25,500 Indian equity indices started the week on a weak footing as the benchmarks snapped a four-day gaining streak, dragging Nifty ",2025-06-30,-6,False,,"intraday, candlestick, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade NTPC, Hindalco, Camlin Fine Sciences, NMDC, Shriram Finance, Tata Steel, and others on February 24? The benchmark indices extended their southward journey for the",2025-02-24,-2,False,,"resistance, support level",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Elxsi shares rise 2.06% in morning trade, among top gainers on Nifty Midcap 150 Tata Elxsi shares gained 2.06% to trade at Rs 6,191 at 10:28 am. The stock's performance places it among the top ga",2025-07-14,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Lifestyle diseases striking younger in India warns Apollo Hospitals new report India is grappling with a significant and worsening health crisis driven by non-communicable diseases (NCDs), with condit",2025-04-07,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Buy Tarsons Products; target of Rs 453: LKP Research LKP Research's research report on Tarsons Products  Tarsons Products Limited (TPL) reported consolidated revenue of ₹1.1 bn for Q4FY25, marking a 7",2025-06-02,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Voltas, Sonata Software, Piramal Enterprises, Tata Motors, Redington, Coromandel, Eternal and others on July 15? Indian equity benchmarks fell a third of a percen",2025-07-14,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,India crossed coal production target of 1 billion tonnes in a year for the first time ever India has crossed the coal production target of 1 billion tonnes (BT) for the first time ever in the fiscal y,2025-07-28,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Dabur India, Indian Oil, Jubilant Foodworks, L&T Finance, Can Fin Homes, JK Lakshmi Cement, and others on July 8? The equity benchmarks finished flat after a lack",2025-07-08,-2,False,,"candlestick, resistance",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Consultancy Services shares fall 0.61% in today's session; over 5.9 lakh shares traded Tata Consultancy Services shares were trading at Rs 3,232.60 on the NSE, a decline of 0.61% from the previou",2025-07-16,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex settles 600 pts lower, Nifty below 24,600: Trump's tariffs among key factors behind market fall Benchmark equity indices fell to their lowest levels in about two months on Friday, dragged down ",2025-08-01,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Tata Consultancy Services shares fall marginally in today's session; over 16.1 lakh shares traded Shares of Tata Consultancy Services were trading at Rs 3,165.50 on the NSE, a marginal decline of 0.76",2025-07-21,-1,False,,trading volume,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"FMCG shares fall as Colgate Palmolive declines 4% post-Q1 results; Tata Consumer top Nifty loser ahead of earnings The shares of FMCG companies dropped in trade on July 23, with Colgate Palmolive lead",2025-07-23,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Coal India Shares Fall Over 1.2% Amid High Trading Volume in Today's Session During today's session, Coal India shares witnessed a decline of 1.25 percent to Rs 394.70. This movement was accompanied b",2025-06-03,-2,False,,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Global Health, NTPC, Radico Khaitan, Jindal Steel, CG Power, NMDC, and others on March 7? The benchmark indices gained nearly 1 percent, extending the uptrend for",2025-03-07,-5,False,,"target price, candlestick, resistance, support level, trading volume",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"ICICI Bank shares hit all-time high of Rs 1,500 on NSE Shares of ICICI Bank reached an all-time high of Rs 1,500 on the NSE in early trade. At 9:15 am, the stock was trading at Rs 1,483.40.    The con",2025-07-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade TVS Motor, BSE, Aditya Birla Capital, Cholamandalam Financial, Delhivery, Eternal and others on August 8? Equity benchmark indices recouped all losses and turned ",2025-08-08,-3,False,sustainability,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Eternal Q1: Blinkit revenue jumps 155% YoY to Rs 2,400 crore as user base, orders surge Blinkit, the quick commerce arm of Eternal (formerly Zomato), posted a 155 percent on-year jump in revenue at Rs",2025-07-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bharat Heavy Electricals shares rise 2.01% in Wednesday's trading session Bharat Heavy Electricals' stock is currently trading at Rs 263.30, marking a 2.01% increase in Wednesday's trading session. Th",2025-07-09,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Ambuja Cements Q4 results: Net profit falls 9% to Rs 956 crore, sluggish prices hurt margins Adani Group-owned Ambuja Cements on April 29 reported consolidated net profit of Rs 956 crore for the quart",2025-04-29,-1,False,,q4 results,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Larsen & Toubro shares fall 0.36% in early trade Shares of Larsen &amp;amp; Toubro were trading lower in Friday's session. At 09:20 am, the stock was priced at Rs 3,465, a decline of 0.36% from the pr",2025-07-25,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"TCS to roll out wage hikes after announcing plans to cut 12,000 jobs. Check details Tata Consultancy Services, India’s largest IT services firm, on August 6 announced wage hike for its staff starting ",2025-08-07,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Larsen & Toubro shares trade flat; touch day's high of Rs 3,662.90 Shares of Larsen &amp;amp; Toubro were trading flat in Thursday's session, with the stock currently priced near the day's high of Rs ",2025-07-31,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Cautious market sentiment persists: SBI Securities’ Sudeep Shah on FII moves for coming week, bullish on 5 stocks According to Sudeep Shah of SBI Securities, FIIs continue to adopt a cautious stance a",2025-04-13,0,False,"sustainable, safety","candlestick, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Mahindra and Mahindra Shares Gain Nearly 2% Today Amid High Volume Trading During today's session, Mahindra and Mahindra shares witnessed a surge in trading volume, accompanied by a price increase of ",2025-06-02,-2,False,,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bajaj Holdings Shares Tumble 2.50% in Today's Session During today's trading session, Bajaj Holdings  shares experienced a notable downturn, falling by 2.50% to Rs 13732.00. This decline reflects a sh",2025-06-16,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Infosys shares fall marginally in early trade Shares of Infosys were trading at Rs 1,511.10 on Wednesday, down 0.17% in early trade. The stock price experienced this change compared to its previous cl",2025-07-30,-1,False,,stock price,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Infosys share price gains over 1% in intraday trade; Q1 earnings awaited Infosys shares saw a positive movement in Wednesday's session, with the stock price increasing by 1%. This increase reflects a ",2025-07-23,-2,False,labor,"share price, stock price, intraday",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Larsen & Toubro shares decline marginally in today's session; over 1.6 lakh shares traded Shares of Larsen &amp;amp; Toubro were trading at Rs 3,644 on the NSE at 10:20 am, a marginal decline of 0.24%",2025-08-06,-1,False,,trading volume,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Banks fear potential hit on margins amid chance of more RBI rate cuts in FY26 Bankers are assessing the potential impact of further rate cuts by the Reserve Bank of India during the rest of the year o,2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Larsen & Toubro shares gain 1.19% in today's session Shares of Larsen &amp;amp; Toubro were up 1.19% in Monday's session, with the stock currently trading at Rs 3,506. The stock showed positive moveme",2025-07-21,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Adani Green Energy Limited Shares Experience Volume Surge, Climb 2.75% Adani Green Energy Limited's stock saw a notable increase during today's trading session, climbing 2.75% to reach Rs 994.50. This",2025-05-16,-1,False,green energy,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"IndusInd Bank to consider raising funds in upcoming board meeting IndusInd Bank on Friday, in a regulatory filing, said that it will consider a proposal to raise funds by issuing long-term bonds at it",2025-07-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trent, BEL shares rally on inclusion in 30-pack Sensex; Nestle, IndusInd Bank deleted Shares of retail giant Trent Ltd. and PSU firm Bharat Electronics Ltd. (BEL) surged in trade on Friday, May 23, af",2025-05-23,-1,False,inclusion,"stock price, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Hindustan Unilever share price falls 0.56% in early trade Shares of Hindustan Unilever were trading lower in Thursday's session, with the stock currently priced at Rs 2,521.40 on the NSE, a decline of",2025-08-07,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Adani Power Shares Fall by 2.8% in Today's Trading In today's trading session, Adani Power shares declined by as much as 2.8% intraday, reaching a the day's low price of Rs 536. This movement indicate",2025-06-19,-2,False,,"intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Adani Power share price falls 2.04% in morning trade Shares of Adani Power declined by 2.04% to trade at Rs 555.85 in Thursday's session. The stock price movement was recorded at 10:01 am, with the de",2025-08-07,-3,False,,"share price, stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Sensex down 800 pts, Nifty below 23,150; broader market falls up to 3% Sensex and Nifty extended early losses on February 11, dropping over half a percent by noon as global uncertainties and weak dome",2025-02-11,-5,False,,"candlestick, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Grasim Q1 net loss widens to Rs 118 crore, revenue up 34 percent at Rs 9,223 crore Aditya Birla Group-owned Grasim Industries saw its net loss widen to Rs 118 crore on a standalone basis for the June ",2025-08-08,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"IndusInd Bank Q1 results: Standalone net profit falls 68% to Rs 684 crore, but beats estimates Private lender IndusInd Bank on July 28 reported 68 percent decline in standalone net profit at Rs 684 cr",2025-07-28,-1,False,,q1 results,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Larsen & Toubro shares fall 1.09% in today's session; stock among top losers on Nifty 50 Shares of Larsen &amp;amp; Toubro declined by 1.09% to settle at Rs 3,464.60 on Tuesday, with the stock featuri",2025-07-22,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,Buy Kotak Mahindra Bank; target of Rs 2500: Sharekhan Sharekhan's research report on Kotak Mahindra Bank  Core PPoP was weak (up just ~2% y-o-y) besides higher provisions on investment book led to wea,2025-05-06,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Infosys share price falls 1% in morning trade Infosys shares declined by 1% to Rs 1,422.50 in early trade on Friday. The stock's movement reflected a bearish sentiment, as per Moneycontrol analysis.  ",2025-08-08,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Bank of Baroda, BLS International, Godawari Power, ICICI Prudential, BHEL, DMart and others on August 6? Equity benchmarks corrected after a day of rally, with th",2025-08-06,-3,False,,"resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Eternal shares decline 2.49% amid volume surge; stock among top losers on Nifty 50 Shares of Eternal experienced a decline of 2.49%, trading at Rs 291.40 on Thursday. The stock is among the top losers",2025-08-07,-2,False,,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Maruti Suzuki Q4 Results: Net profit falls 4.3% on-year to Rs 3,711 crore; firm declares Rs 135 per share dividend Maruti Suzuki India Ltd's Q4 FY25 standalone net profit fell 4.3 percent year-on-year",2025-04-25,-2,False,,"brokerage, q4 results",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bharti Airtel share price falls 2.86% in early trade; stock among top losers on Nifty 50 Shares of Bharti Airtel declined 2.86% to Rs 1,867.60 in Friday's early trading session and were among the top ",2025-08-08,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Eternal, Swiggy together add over Rs 30,000 crore in market cap this week amid headwinds at Zepto Food and grocery delivery companies Eternal (formerly Zomato) and Swiggy together added a whopping Rs ",2025-06-06,-2,False,,"share price, brokerage",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Trade Spotlight: How should you trade Dr Reddys Labs, BSE, Oil India, IDFC First Bank, Voltas, Pidilite Industries, and others on July 4? The benchmark indices remained under pressure amid rangebound ",2025-07-03,-1,False,labor,"resistance, trading volume",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Infosys share price declines marginally in intraday trade Shares of Infosys were trading at Rs 1,464.50, a decline of 0.35% in Monday's session. Earlier in the trading session, the stock touched a day",2025-08-04,-3,False,,"share price, intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"In-demand ULIPs drive topline, but insurers cautious to limit over-exposure After losing steam due to regulatory clampdowns and waning investor sentiment for over three years, Unit-Linked Insurance Pl",2025-04-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Nestle India Q1 Preview: Profit likely to remain flat despite steady sales growth Maggi noodles maker Nestle India will showcase its earnings report for the June quarter of the fiscal year on July 24,",2025-07-22,-2,False,,"stock price, brokerage",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bharti Airtel share price falls 2.88%, hits intraday low Shares of Bharti Airtel declined by 2.88% to Rs 1,867.30 in Friday's session. The stock, part of the Nifty 50 index, traded lower compared to i",2025-08-08,-3,False,,"share price, intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Eicher Motors Q1 results: Net profit rises 9% to Rs 1,205 crore Royal Enfield-maker Eicher Motors on July 31 reported a 9% rise in consolidated net profit at Rs 1,205 crore for the quarter ended June ",2025-07-31,-1,False,,q1 results,Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"IndusInd, SBI, others rise up to 4% as momentum takes Bank Nifty higher for a fifth session Banking shares extended gains for a fifth session to push the Bank Nifty higher by a percent at around 49,70",2025-03-19,-3,False,,"share price, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Ambuja Cements stock falls more than 1% in today's trading session During today's trading session, Ambuja Cements shares declined by 1.4% percent, reaching an intraday low of Rs 537.5. The stock is in",2025-06-19,-2,False,,"intraday, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Dr. Reddy's Laboratories Shares Decline Amid High Trading Volume During today's trading session, Dr Reddys Laboratories experienced a decline of 0.31%, with the current price at Rs 1,358.50. The stock",2025-06-13,-1,False,labor,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
SIS,Security and Intelligence Services,"Bharat Heavy Electricals shares decline 4.02% amid high volume, among top midcap losers Shares of Bharat Heavy Electricals experienced a significant drop in today's session, falling 4.02% to a price o",2025-08-07,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
