Company_Code,Company_Name,Article_Title,Article_Date,Sentiment_Score,Sentiment_Class,Positive_Score,Negative_Score,Neutral_Score,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Analysis_Date
MPSLTD,MPS,"Stocks to Watch Today: SAIL, Avanti Feeds, Insecticides India, Balaji Amines, Cummins, Mishra Dhatu Nigam, IRCTC, Unified Data Tech in focus on 29 May Let's catch up on the latest news from the stock ",2025-05-29,0.9985,Positive,0.11,0.005,0.885,3,True,"carbon, renewable, labor",,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Bharti Airtel, Tata Motors, Dalmia Bharat Sugar, Metropolis, ITD Cementation, ASK Automotive, Bharti Hexacom in focus on 14 May Let's catch up on the latest news from the stock ",2025-05-14,0.9984,Positive,0.122,0.013,0.866,2,True,"renewable, green energy",,2026-09-03
MPSLTD,MPS,"IREDA confident of recovery from Gensol EV assets, provisioning may not rise State-run renewable energy financier IREDA sees no further requirement of provisioning for its exposure to troubled borrowe",2025-07-22,-0.75,Negative,0.062,0.069,0.869,2,True,"renewable, governance",,2026-09-03
MPSLTD,MPS,Godrej Agrovet Announces Book Closure for AGM and Final Dividend   Godrej Agrovet Limited has announced that the Register of Members and the Share Transfer Books of the Company will be closed from Aug,2025-07-15,0.9928,Positive,0.094,0.018,0.888,6,True,"water, renewable, sustainability, sustainable, climate, environment",,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Tata Motors, IDFC First Bank, Manappuram Finance, Power Mech Projects, Entero Healthcare, Voltas, Siemens in focus on 11 August Let's catch up on the latest news from the stock ",2025-08-11,0.998,Positive,0.104,0.013,0.883,3,True,"green energy, labor, penalty",,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Tata Steel, Yes Bank, Godrej Properties, AstraZeneca Pharma, IndusInd Bank, Nykaa, Bajaj Housing Finance in focus on 7 April Let's catch up on the latest news from the stock mar",2025-04-07,0.9975,Positive,0.116,0.028,0.856,1,True,green energy,,2026-09-03
MPSLTD,MPS,"Glenmark: USFDA Issues 5 Procedural Observations for Monroe Unit       Glenmark Pharmaceuticals Limited announced on June 18, 2025, that its manufacturing facility located in Monroe, North Carolina, U",2025-06-18,0.9946,Positive,0.1,0.035,0.865,1,True,"labor, compliance",stock price,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Yes Bank, Swiggy, Dr Reddys Labs, Navin Fluorine, Bank of India, Manappuram Finance, ABB India, Puravankara in focus on 12 May Let's catch up on the latest news from the stock m",2025-05-12,0.9986,Positive,0.134,0.034,0.832,3,True,"renewable, green energy, labor",,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
MPSLTD,MPS,"Stocks to Watch Today: Paytm, Lloyds Metals, Info Edge, GNG Electronics, Aditya Infotech, Endurance, Regaal Resources, Phoenix Mills in focus on 20 August Let's catch up on the latest news from the st",2025-08-20,0.9969,Positive,0.105,0.017,0.878,3,True,"renewable, green energy, labor",,2026-09-03
MPSLTD,MPS,PB Fintech shares fall after disclosure shows fine by IRDAI over regulatory lapses Insurance regulator IRDAI has imposed a fine of Rs 5 crore on PB Fintech's online insurance aggregator - Policybazaar,2025-08-05,-0.7003,Negative,0.065,0.075,0.86,2,True,"penalty, violation",,2026-09-03
SUBEXLTD,Subex,"Stocks to Watch Today: Zen Technologies, NLC India, Bajel Projects, Bharat Electronics, Granules India, Waaree Renewable in focus on 23 June Let's catch up on the latest news from the stock market. Fr",2025-06-23,0.9986,Positive,0.118,0.017,0.865,2,True,"renewable, green energy",,2026-09-03
SIS,Security and Intelligence Services,Hold Shriram Finance: target of Rs 640: ICICI Securities ICICI Securities research report on Shriram Finance  Shriram Finance’s (Shriram) Q4FY25 financial performance was subdued with a sharp NIM cont,2025-04-29,0.9858,Positive,0.151,0.034,0.815,1,True,environment,,2026-09-03
SIS,Security and Intelligence Services,"Bharti Airtel shares decline 0.55% today Shares of Bharti Airtel were trading lower in Thursday's session. At 1:30 pm, the stock was trading at Rs 1,922, a decline of 0.55% from its previous close. Ea",2025-07-31,0.9906,Positive,0.109,0.017,0.874,1,True,green energy,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Asian Paints, Infosys, Garden Reach, GHV Infra Projects, MCX, Bharat Electronics, Afcons Infra, UPL, Hindustan Copper in focus on 9 June Let's catch up on the latest news from t",2025-06-09,0.9966,Positive,0.102,0.023,0.875,2,True,"sustainable, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Manappuram Finance, Hero MotoCorp, Hindalco, Glenmark, TCS, Lloyds Metals, CDSL, RailTel in focus on 21 March Let's catch up on the latest news from the stock market. From signi",2025-03-21,0.9988,Positive,0.109,0.014,0.877,5,True,"sustainable, environment, labor, compliance, csr",,2026-09-03
SIS,Security and Intelligence Services,"Chartist Talks: SBI Securities' Sudeep Shah still sees nearly 4% upside in Bank Nifty, bullish on these 4 stocks Going ahead, Sudeep Shah of SBI Securities believes the Nifty 50 is well poised to test",2025-06-08,0.9993,Positive,0.149,0.038,0.813,1,True,"sustainability, sustainable, environment","resistance, nifty",2026-09-03
SIS,Security and Intelligence Services,Tata Consultancy Services shares gain 0.5% in trade Shares of Tata Consultancy Services were trading higher in Tuesday's session. The stock has seen an increase of 0.5 percent amid gains in the IT sec,2025-07-22,0.9983,Positive,0.081,0.01,0.908,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,"Buy UltraTech Cement; target of Rs 13,900: Motilal Oswal Motilal Oswal's research report on UltraTech Cement  UltraTech Cement (UTCEM)’s 4QFY25 performance was in line with our estimates. EBITDA incre",2025-04-29,0.8658,Positive,0.075,0.034,0.891,1,True,sustainable,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: TCS, Zydus Lifesciences, RPP Infra Projects, LIC Housing, Galaxy Surfactants, Route Mobile in focus on 6 March Let's catch up on the latest news from the stock market. From sign",2025-03-06,0.9983,Positive,0.128,0.011,0.861,3,True,"water, green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"Bharti Airtel quarterly results to be announced on August 5 Bharti Airtel is scheduled to announce its quarterly results on August 5, 2025. In other news, on July 28, 2025, Bharti Airtel announced a p",2025-07-29,0.9861,Positive,0.061,0.015,0.925,1,True,"green energy, labor",nifty,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Bajaj Auto, LIC, Dr Reddys Labs Zydus Lifesciences, GR Infraprojects, Super Iron Foundry, Uflex in focus on 19 March Let's catch up on the latest news from the stock market. Fro",2025-03-19,0.9946,Positive,0.085,0.025,0.89,3,True,"renewable, sustainable, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: ITC, Sun Pharma, IndusInd Bank, Honasa Consumer, MTAR Tech, Metro Brands, Power Mech, Bharat Electronics in focus on 23 May Let's catch up on the latest news from the stock mark",2025-05-23,0.9987,Positive,0.103,0.022,0.875,1,True,"renewable, green energy",sensex,2026-09-03
SIS,Security and Intelligence Services,"NTPC Unit Adds 660 MW; Group Capacity Reaches 81,368 MW       NTPC Limited, India's largest integrated power utility, has announced a significant enhancement to its generation capacity with the succes",2025-06-12,0.9964,Positive,0.141,0.011,0.848,3,True,"renewable, inclusion, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch today: NTPC, Asian Paints, Torrent Power, Jubilant Foodworks in focus on June 13 Let's catch up on the latest news from the stock market. From significant investments to major deals, a",2025-06-12,0.9992,Positive,0.17,0.033,0.797,4,True,"water, renewable, green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"Mutual funds cut exposure to Adani Group, shares worth over Rs 1,160 crore sold in April Mutual funds are gradually reducing their exposure to Adani Group companies, signalling a sustained decline in ",2025-05-16,0.959,Positive,0.091,0.042,0.867,3,True,"environment, green energy, governance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: TCS, Biocon, GAIL, Greaves Cotton, Sun Pharma, Dishman Carbogen Amcis, Coromandel International in focus on 11 April Let's catch up on the latest news from the stock market. Fro",2025-04-11,0.9984,Positive,0.096,0.018,0.886,3,True,"renewable, labor, governance",,2026-09-03
SIS,Security and Intelligence Services,"ITC shares trade flat; over 10.6 lakh shares traded ITC shares were trading marginally higher in Wednesday's session, with the stock currently priced at Rs 417.30 on the NSE, a 0.02% increase from its",2025-07-09,0.9974,Positive,0.076,0.011,0.912,1,True,compliance,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Tata Motors, M&M, Niva Bupa, Alembic Pharma, IRCON, Godrej Properties, Titagarh, AstraZeneca, Genus Power, Nykaa in focus on 2 June Let's catch up on the latest news from the st",2025-06-02,0.9976,Positive,0.08,0.019,0.901,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,Cipla Appoints BNP &amp; Associates as Secretarial Auditors for Five Years   Cipla Limited has announced the appointment of M/s BNP &amp;amp; Associates as the Secretarial Auditors for a term of five ,2025-07-17,0.9747,Positive,0.095,0.006,0.899,2,True,"governance, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: NTPC Green, Diamond Power Infra, Newgen Software, Indosolar, Gland Pharma, Hindustan Aeronautics in focus on 5 June Let's catch up on the latest news from the stock market. From",2025-06-05,0.9958,Positive,0.085,0.013,0.902,7,True,"emission, emissions, renewable, climate, green energy, net zero, labor",,2026-09-03
SIS,Security and Intelligence Services,"Coal India May Output Dips 1.4% YoY, Offtake Falls 7.8%       State-owned mining behemoth Coal India Ltd (CIL) on June 2, 2025, announced its provisional production and off-take performance for May 20",2025-06-02,0.5467,Positive,0.025,0.024,0.951,1,True,compliance,,2026-09-03
SIS,Security and Intelligence Services,HAL sets record date for Rs 15 per share final dividend; announces AGM to seek shareholders' nod Hindustan Aeronautics Limited (HAL) has declared a final dividend of ₹15 per share with a face value of,2025-07-30,0.9929,Positive,0.097,0.013,0.89,5,True,"renewable, environment, esg, governance, csr",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Biocon, Texmaco Rail, NTPC Green Energy, UPL, SpiceJet in focus on 25 February Let's catch up on the latest news from the stock market. From significant investments to major dea",2025-02-25,0.9882,Positive,0.079,0.02,0.901,5,True,"carbon, water, renewable, green energy, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Senco Gold, Phoenix Mills, Home First Finance, Concord Biotech, Sasken Tech, BPCL, IRB Infrastructure in focus on 9 April Let's catch up on the latest news from the stock market",2025-04-09,0.9974,Positive,0.111,0.028,0.861,2,True,"renewable, green energy",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: HCL Tech, Sanofi India, KSB, PB Fintech, Transrail Lighting, Tata Power, Granules India, Kernex in focus on 28 February Let's catch up on the latest news from the stock market. ",2025-02-28,0.9993,Positive,0.139,0.011,0.85,4,True,"renewable, green energy, labor, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,TCS’s Q1 show misses the mark; what this means for the broader IT landscape India’ largest information technology services player Tata Consultancy Services (TCS) kicked off the earnings season for the,2025-07-14,0.9662,Positive,0.082,0.05,0.868,1,True,governance,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Maruti Suzuki, PNB, Dabur, Bharat Electronics, Kirloskar Oil, Interarch Building, VVIP Infratech, Mahindra Lifespace in focus on 3 April Let's catch up on the latest news from t",2025-04-03,0.9989,Positive,0.095,0.016,0.889,2,True,"labor, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: NHPC, United Spirits, Aster DM Healthcare, GSFC, Gland Pharma, KPR Mills, Dixon Tech, IRCON, Nazara Tech in focus on 21 May Let's catch up on the latest news from the stock mark",2025-05-21,0.9991,Positive,0.108,0.012,0.88,3,True,"renewable, green energy, governance",,2026-09-03
SIS,Security and Intelligence Services,"India-UK FTA set to boost pharma and medtech trade The landmark India-UK Free Trade Agreement signed Thursday is poised to boost bilateral trade dynamics, particularly in the pharmaceutical and medica",2025-07-24,0.9977,Positive,0.151,0.006,0.843,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: TCS, PB Fintech, Bharti Airtel, Rail Vikas Nigam, Kaynes Technology, Godrej Agrovet in focus on 12 March Let's catch up on the latest news from the stock market. From significan",2025-03-12,0.997,Positive,0.11,0.024,0.866,3,True,"renewable, green energy, violation",,2026-09-03
SIS,Security and Intelligence Services,"Buy UltraTech Cement; target of Rs 13,992: ICICI Securities ICICI Securities research report on UltraTech Cement  UltraTech Cement’s (UTCEM) commentary on short-term challenges (mainly low demand in Q",2025-04-29,0.9789,Positive,0.129,0.021,0.849,1,True,sustainability,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Eicher Motors, Apollo Tyres, Lupin, Wendt India, HUL, Brigade, Genesys, Wipro, Shilpa Medicare, Yes Bank, Vascon Engineers in focus on 15 May Let's catch up on the latest news f",2025-05-15,0.9993,Positive,0.123,0.018,0.859,1,True,renewable,,2026-09-03
SIS,Security and Intelligence Services,Chartist Talks: Sudeep Shah of SBI Securities bullish on these 4 stocks; sees strength in IndusInd Bank but recommends avoiding Sudeep Shah of SBI Securities bullish on Indian Oil Corporation and DLF ,2025-05-03,0.9995,Positive,0.159,0.029,0.812,1,True,"sustainable, governance",nifty,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: CG Power, Kalpataru Projects, Ellenbarrie, KSB, NCC, Bharat Electronics, HCL Tech, AAVAS Financiers, Apollo Hospitals in focus on 1 July Let's catch up on the latest news from t",2025-07-01,0.9979,Positive,0.107,0.015,0.878,2,True,"green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Bajaj Finance, IndusInd Bank, IndiaMART, Schaeffler India, Vishal Mega Mart, Prestige Estates, Strides Pharma in focus on 30 April Let's catch up on the latest news from the sto",2025-04-30,0.9989,Positive,0.118,0.024,0.858,2,True,"climate, labor",,2026-09-03
SIS,Security and Intelligence Services,"Asian Paints sees single-digit volume, value growth in near-term: CEO Amit Syngle India's largest paints player Asian Paints expects muted growth in the short-term as weak demand conditions and fallin",2025-07-29,0.916,Positive,0.077,0.062,0.861,1,True,environment,,2026-09-03
SIS,Security and Intelligence Services,Reduce Tech Mahindra; target of Rs 1600: Emkay Global Financial Emkay Global Financial' research report on Tech Mahindra  TechM’s 1Q operating performance was slightly below expectations. Revenue grew,2025-07-17,0.9545,Positive,0.114,0.045,0.841,1,True,environment,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: TCS, Tata Elxsi, Anand Rathi, IREDA, Hindustan Unilever, Glenmark Pharma, Aegis Logistics, Meta Infotech in focus on 11 July Let's catch up on the latest news from the stock mar",2025-07-11,0.9979,Positive,0.122,0.017,0.861,1,True,renewable,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: ITC, Hindustan Aeronautics, NCC, EIL, HBL Engineering, Power Mech Projects, Prestige Estates, Desco Infratech in focus on 1 April Let's catch up on the latest news from the stoc",2025-04-01,0.9998,Positive,0.128,0.013,0.859,4,True,"water, renewable, environment, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Reliance Q4 earnings: Company records strong double-digit growth in digital, retail businesses; here are 10 key important highlights Billionaire Mukesh Ambani-owned Reliance Industries ---the first In",2025-04-25,0.9992,Positive,0.135,0.011,0.854,2,True,"renewable, environment",,2026-09-03
SIS,Security and Intelligence Services,"Full transcript: Rajiv Bajaj's exclusive interview to Moneycontrol Bajaj Auto MD and CEO, Rajiv Bajaj, sat down with Moneycontrol’s Latha Venkatesh for an insightful conversation in the &quot;Latha &a",2025-04-28,1.0,Positive,0.134,0.024,0.843,4,True,"emission, sustainable, environment, safety",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: IndusInd Bank, Dabur India, Senco Gold, Rail Vikas Nigam, BEML, Shilpa Medicare, Godrej Consumer Products in focus on 7 July Let's catch up on the latest news from the stock mar",2025-07-07,0.9993,Positive,0.137,0.028,0.835,1,True,green energy,,2026-09-03
SIS,Security and Intelligence Services,"NTPC eyes robust 3-year capex growth, bets big on nuclear expansion Over the next three years, power major NTPC expects to see standalone capex to grow by around Rs 32,000 crore on average, the manage",2025-05-24,0.9899,Positive,0.098,0.017,0.886,5,True,"water, renewable, climate, green energy, net zero",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: CSB Bank, Siemens, Zaggle Prepaid, Coal India, Hyundai Motor, NMDC, MOIL, Hindustan Copper in focus on 2 April Let's catch up on the latest news from the stock market. From sign",2025-04-02,0.9964,Positive,0.072,0.01,0.918,2,True,"green energy, safety",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Emcure Pharma, Bajaj Finance, Bandhan Bank, Marico, Sterling Powergensys, Piramal Pharma, Godavari Biorefineries in focus on 4 July Let's catch up on the latest news from the st",2025-07-04,0.9976,Positive,0.084,0.027,0.889,1,True,penalty,,2026-09-03
SIS,Security and Intelligence Services,Adani Group stocks rise up to 11% amid report of Gautam Adani's aides meeting Trump officials Adani Group stocks saw investor interest on May 5 after a report said representatives for billionaire Gaut,2025-05-05,0.9001,Positive,0.092,0.041,0.867,2,True,"green energy, compliance",,2026-09-03
SIS,Security and Intelligence Services,"In Sickness & In Health: Lilly, Apollo Hospitals join forces to tackle obesity, diabetes Eli Lilly and Company (India) has partnered with Apollo Health and Lifestyle and Apollo HealthCo,  both part of",2025-05-29,0.9851,Positive,0.144,0.032,0.824,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: IndusInd Bank, Hitachi Energy, NTPC, Syngene, MSTC, HEG, Anupam Rasayan, Nectar Life, Indoco Remedies in focus on 11 March Let's catch up on the latest news from the stock marke",2025-03-11,0.9984,Positive,0.112,0.014,0.875,3,True,"renewable, green energy, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: SBI, Kotak Mahindra Bank, Marico, Indian Bank, RR Kabel, AU SFB, Azad Engineering, IRCON, Concord Biotech in focus on 5 May Let's catch up on the latest news from the stock mark",2025-05-05,0.9991,Positive,0.109,0.019,0.872,2,True,"renewable, violation",,2026-09-03
SIS,Security and Intelligence Services,"Airtel Partners with Perplexity, Offers Free Perplexity Pro Subscription   Bharti Airtel has partnered with Perplexity to provide a complimentary 12-month subscription to Perplexity Pro for its 360 mi",2025-07-17,0.9877,Positive,0.12,0.012,0.869,1,True,labor,,2026-09-03
SIS,Security and Intelligence Services,"Bharti Airtel shares gain marginally in Wednesday's session Shares of Bharti Airtel were trading at Rs 1,936.20 on the NSE, up 0.10% from the previous close, at 9:20 am.    Financial snapshot:    Bhar",2025-07-16,0.9874,Positive,0.105,0.011,0.884,1,True,compliance,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
SIS,Security and Intelligence Services,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
SIS,Security and Intelligence Services,Adani Group bonds rise on easing concerns over US indictment Prices of Adani Group's long-term dollar-denominated bonds are off recent lows on renewed investor optimism - attributed by analysts to geo,2025-02-17,0.9948,Positive,0.112,0.038,0.85,2,True,"green energy, violation",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Crizac, 5paisa Capital, Tata Motors, Synergy Green, Puravankara, India Shelter Finance, CAMS in focus on 9 July Let's catch up on the latest news from the stock market. From sig",2025-07-09,0.9939,Positive,0.09,0.025,0.885,1,True,green energy,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Biocon, Coforge, GE Vernova, Power Grid, JSW Energy, Welspun Specialty, Rail Vikas Nigam in focus on 5 March Let's catch up on the latest news from the stock market. From signif",2025-03-05,0.9985,Positive,0.12,0.009,0.87,1,True,renewable,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Lupin, Tata Power, Nazara Tech, Shilpa Medicare, GMR Airports, IRB Infra, Railtel, Shyam Metalics in focus on 10 March Let's catch up on the latest news from the stock market. F",2025-03-10,0.9989,Positive,0.111,0.016,0.873,3,True,"renewable, sustainable, net zero",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
SIS,Security and Intelligence Services,Retail investors bet big on turnaround stories in hopes of a jackpot India’s retail investors seem to be undergoing a strategic pivot—turning away from legacy giants in IT and increasingly flocking to,2025-06-18,0.9982,Positive,0.165,0.017,0.818,2,True,"renewable, safety",,2026-09-03
SIS,Security and Intelligence Services,"Adani Group's 12-month trailing EBITDA rises 10% on year to a record high of Rs 86,789 crore Billionaire Gautam Adani’s portfolio companies - with business interests across cement, airports, ports and",2025-02-20,0.9853,Positive,0.145,0.022,0.833,1,True,green energy,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: HCL Tech, EaseMyTrip, SG Finserve, GNFC, SEAMEC, Garden Reach Shipbuilders, RVNL, Restaurant Brands Asia in focus on 25 March Let's catch up on the latest news from the stock ma",2025-03-25,0.9984,Positive,0.108,0.024,0.868,2,True,"renewable, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Zen Technologies, NLC India, Bajel Projects, Bharat Electronics, Granules India, Waaree Renewable in focus on 23 June Let's catch up on the latest news from the stock market. Fr",2025-06-23,0.9986,Positive,0.118,0.017,0.865,2,True,"renewable, green energy",,2026-09-03
SIS,Security and Intelligence Services,"How TCS, Infosys, HCLTech, Wipro and Tech Mahindra fared in Q1FY26 The first quarter of fiscal FY26 was a mixed bag for the top five Indian IT majors - Tata Consultancy Services (TCS), Infosys, HCLTec",2025-07-25,0.9994,Positive,0.14,0.035,0.824,1,True,environment,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Tata Consumer Products, BPCL, Adani Green Energy, Panacea Biotec, Thyrocare, Bajaj Housing, LTIMindtree in focus on 24 April Let's catch up on the latest news from the stock mar",2025-04-24,0.9989,Positive,0.14,0.026,0.835,2,True,"renewable, green energy",,2026-09-03
SIS,Security and Intelligence Services,"L&T to build India’s maiden green hydrogen plant at IOC's refinery L&amp;amp;T Energy GreenTech, a subsidiary of Larsen &amp;amp; Toubro will be setting up India’s maiden green hydrogen plant at India",2025-07-21,0.9741,Positive,0.085,0.013,0.902,6,True,"emission, emissions, carbon, water, renewable, green energy",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Wipro, NHPC, Dhani Services, Dishman Carbogen Amcis, Dhanlaxmi Bank in focus on 20 March Let's catch up on the latest news from the stock market. From significant investments to",2025-03-20,0.9894,Positive,0.096,0.029,0.876,3,True,"safety, governance, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Trent Ltd Sets July 12 for 73rd AGM, E-voting Details Announced       Trent Limited, a prominent entity in the Tata Group, has formally notified the stock exchanges regarding the publication of newspa",2025-06-12,0.9874,Positive,0.059,0.024,0.917,3,True,"safety, governance, compliance",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Kotak Mahindra Bank, ICICI Bank, RailTel, Vakrangee, Medi Assist, RCF, Honasa Consumer, Muthoot Finance in focus on 13 February Let's catch up on the latest news from the stock ",2025-02-13,0.9988,Positive,0.112,0.009,0.88,4,True,"renewable, sustainable, green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Zydus Lifesciences, Tata Elxsi, Abbott India, ESAF Small Finance Bank, Siemens Energy, Aegis Vopak, IKS Health, Vodafone in focus on 19 June Let's catch up on the latest news fr",2025-06-19,0.9943,Positive,0.095,0.015,0.89,3,True,"carbon, renewable, safety",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: HDFC Bank, Mazagon Dock, DMart, Adani Wilmar, Bajaj Finance, Surya Roshni, Alivus Life, Paras Defence in focus on 4 April Let's catch up on the latest news from the stock market",2025-04-04,0.9981,Positive,0.087,0.011,0.903,2,True,"environment, labor",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc, Zydus Life, Smartworks in focus on 17 July Let's catch up on the latest news from the stock ma",2025-07-17,0.9953,Positive,0.106,0.025,0.869,1,True,renewable,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: NCC, Welspun Enterprises, Waaree Renewable, Prism Johnson, SIS, Ashoka Buildcon, Advait Energy Transitions in focus on 26 March Let's catch up on the latest news from the stock ",2025-03-26,0.9991,Positive,0.104,0.011,0.884,4,True,"water, renewable, green energy, labor",,2026-09-03
SIS,Security and Intelligence Services,"HUL flags optimistic near-term consumption outlook, aided by macro tailwinds One of India's largest fast-moving consumer goods companies Hindustan Unilever Ltd (HUL) flagged an improving consumption e",2025-07-31,0.9959,Positive,0.146,0.034,0.82,1,True,environment,,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Infosys, Zaggle Prepaid, Bharat Electronics, Force Motors, Jindal Steel, Zensar Tech, Active Infrastructures, HCLTech in focus on 28 March Let's catch up on the latest news from",2025-03-28,0.9994,Positive,0.116,0.01,0.874,4,True,"renewable, green energy, labor, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Stocks to Watch Today: Welspun Corp, NCC, Mahindra and Mahindra, Dr Reddys, Alembic Pharma, Godrej Properties, DAM Capital in focus on 24 March Let's catch up on the latest news from the stock market.",2025-03-23,0.9989,Positive,0.085,0.017,0.898,4,True,"green energy, labor, compliance, penalty",,2026-09-03
SIS,Security and Intelligence Services,"Titan Co. Details June 2025 Investor Meeting Schedule       Titan Company Limited, a prominent Tata Group entity and a leader in India's lifestyle segment, has formally announced its schedule for anal",2025-06-13,0.9983,Positive,0.122,0.024,0.854,1,True,"governance, compliance",stock price,2026-09-03
